"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"INO80-type Complex (GO:0097346)","4/25",0.889172483197855,0.99998945479369,0,0,0.594334433443344,0.0698129254121257,"INO80C;CFDP1;RUVBL1;ANP32E"
"9+0 Non-Motile Cilium (GO:0097731)","1/8",0.891753942322663,0.99998945479369,0,0,0.445887445887446,0.0510831103401383,"DYNLL2"
"BLOC-1 Complex (GO:0031083)","1/8",0.891753942322663,0.99998945479369,0,0,0.445887445887446,0.0510831103401383,"DTNBP1"
"Golgi Trans Cisterna (GO:0000138)","1/8",0.891753942322663,0.99998945479369,0,0,0.445887445887446,0.0510831103401383,"GCC1"
"Perineuronal Net (GO:0072534)","1/8",0.891753942322663,0.99998945479369,0,0,0.445887445887446,0.0510831103401383,"HAPLN2"
"Phosphatidylinositol 3-Kinase Complex, Class I (GO:0097651)","1/8",0.891753942322663,0.99998945479369,0,0,0.445887445887446,0.0510831103401383,"PIK3CB"
"Phosphatidylinositol 3-Kinase Complex, Class IA (GO:0005943)","1/8",0.891753942322663,0.99998945479369,0,0,0.445887445887446,0.0510831103401383,"PIK3CB"
"Condensed Chromosome (GO:0000793)","11/60",0.892419400788875,0.99998945479369,0,0,0.700180010033346,0.0796938422277323,"NCAPG2;NSMCE2;DMC1;SETMAR;NCAPG;RGS12;SMC6;MKI67;KIFAP3;TTN;BRD4"
"Sperm Flagellum (GO:0036126)","11/60",0.892419400788875,0.99998945479369,0,0,0.700180010033346,0.0796938422277323,"ODF1;TTLL3;DNAH8;TACR2;CFAP58;SPACA3;ATP1A1;ATP1B1;SAXO1;SPATA19;SPACA9"
"Ficolin-1-Rich Granule (GO:0101002)","38/184",0.892882547452721,0.99998945479369,0,0,0.811098906727524,0.0918976947652337,"FCN1;GPI;ASAH1;SERPINA1;CANT1;CALML5;SLC2A3;CLU;CST3;PSMB7;CAND1;LAMP2;CTSH;MAPK1;CD58;GYG1;ATG7;CD55;KCMF1;DSP;PTPRN2;CD93;APAF1;KRT1;ATP6AP2;SERPINB6;EEF1A1;NFASC;CRISPLD2;PKP1;PPIE;PLEKHO2;YPEL5;DSC1;ACTR10;VCL;PAFAH1B2;VPS35L"
"Spliceosomal tri-snRNP Complex (GO:0097526)","6/36",0.900501955935671,0.99998945479369,0,0,0.623937267849773,0.0653904614895941,"LSM8;SNRNP40;LSM6;PRPF18;SNRPD1;LSM3"
